neg-F3	neg-F4	neg-M1	neg-M2	pos-F3	pos-F4	pos-M1	pos-M2
ENSMUSG00000082626	0	0	0	0	0	0	0	0
ENSMUSG00000082628	0	0	0	0	0	0	0	0
ENSMUSG00000082629	70	2	21	42	45	62	49	80
ENSMUSG00000082630	0	0	0	1	0	0	1	0
ENSMUSG00000082632	2	0	0	0	0	0	0	0
ENSMUSG00000082633	1	1	0	1	0	0	3	0
ENSMUSG00000082634	0	2	0	0	1	3	0	0
ENSMUSG00000082635	0	0	0	0	0	0	0	0
ENSMUSG00000082636	0	0	0	2	1	0	1	1
ENSMUSG00000082637	0	0	0	0	0	0	0	0
ENSMUSG00000082638	0	0	0	0	0	0	0	1
ENSMUSG00000082639	0	0	0	0	0	0	0	0
ENSMUSG00000082640	0	0	0	0	0	0	0	0
ENSMUSG00000082641	0	0	1	0	1	0	1	0
ENSMUSG00000082644	0	0	0	0	0	0	0	0
ENSMUSG00000082645	0	13	0	4	7	5	0	1
ENSMUSG00000082646	114	175	147	88	129	209	143	134
ENSMUSG00000082647	1	7	1	1	0	1	7	2
ENSMUSG00000082648	2	0	0	2	0	0	0	0
ENSMUSG00000082649	1	0	0	0	0	0	0	0
ENSMUSG00000082650	0	0	0	0	0	0	0	0
ENSMUSG00000082651	0	0	0	0	0	0	0	0
ENSMUSG00000082652	2	0	0	0	0	0	0	0
ENSMUSG00000082653	1	2	0	3	3	2	0	0
ENSMUSG00000082655	0	0	0	0	0	0	0	1
ENSMUSG00000082656	0	0	0	0	0	0	0	0
ENSMUSG00000082657	0	0	0	0	0	0	0	0
ENSMUSG00000082658	0	1	0	0	1	3	0	8
ENSMUSG00000082660	0	0	0	0	0	0	0	0
ENSMUSG00000082661	2	2	0	0	0	1	0	0
ENSMUSG00000082662	0	0	0	0	0	0	0	0
ENSMUSG00000082663	0	0	0	0	0	0	0	0
ENSMUSG00000082664	1	1	0	0	0	0	0	0
ENSMUSG00000082665	0	0	0	2	0	4	0	2
ENSMUSG00000082666	0	0	0	0	0	1	0	0
ENSMUSG00000082667	0	0	0	1	0	0	0	0
ENSMUSG00000082668	1	0	0	1	0	0	0	0
ENSMUSG00000082669	3	8	0	3	0	0	0	0
ENSMUSG00000082670	1	3	0	1	0	0	0	0
ENSMUSG00000082671	0	0	0	0	0	0	0	0
ENSMUSG00000082672	0	0	0	0	0	0	0	0
ENSMUSG00000082673	0	0	0	0	0	0	0	0
ENSMUSG00000082674	182	538	14	32	155	100	83	59
ENSMUSG00000082675	15	4	1	6	2	1	0	2
ENSMUSG00000082676	0	1	0	0	0	0	0	0
ENSMUSG00000082677	0	0	0	0	0	0	0	0
ENSMUSG00000082678	0	0	0	0	0	0	0	0
ENSMUSG00000082679	1	0	0	1	1	0	0	0
ENSMUSG00000082680	0	0	0	0	0	0	0	0
ENSMUSG00000082681	0	0	0	0	0	0	0	0
ENSMUSG00000082682	0	0	0	0	0	0	1	0
ENSMUSG00000082683	3	1	0	0	0	1	0	0
ENSMUSG00000082684	8	1	2	0	3	1	2	4
ENSMUSG00000082685	0	1	1	0	2	0	1	4
ENSMUSG00000082686	0	0	0	0	0	0	0	0
ENSMUSG00000082687	2	3	0	0	2	11	13	0
ENSMUSG00000082688	3	0	0	1	0	0	0	0
ENSMUSG00000082689	0	0	0	1	0	1	0	0
ENSMUSG00000082690	0	0	0	0	1	0	0	0
ENSMUSG00000082691	3951	6240	3504	3907	3419	3346	2353	2915
ENSMUSG00000082692	0	0	0	0	0	0	0	0
ENSMUSG00000082693	330	427	301	285	319	470	326	305
ENSMUSG00000082694	0	0	0	0	1	0	0	1
ENSMUSG00000082696	1	0	1	0	0	0	0	1
ENSMUSG00000082697	1	0	0	1	0	0	0	0
ENSMUSG00000082698	0	0	0	0	0	0	0	0
ENSMUSG00000082699	2	3	1	7	2	11	4	2
ENSMUSG00000082700	0	0	0	0	1	2	0	0
ENSMUSG00000082701	0	0	0	0	0	0	0	0
ENSMUSG00000082703	0	0	0	0	0	1	2	0
ENSMUSG00000082704	0	0	0	0	0	0	0	0
ENSMUSG00000082705	0	0	0	0	0	0	0	0
ENSMUSG00000082706	1	5	1	0	0	0	0	2
ENSMUSG00000082707	0	0	0	0	0	0	0	0
ENSMUSG00000082708	1	0	0	0	0	1	0	0
ENSMUSG00000082709	3	4	4	1	2	0	0	0
ENSMUSG00000082710	0	0	0	0	0	0	0	0
ENSMUSG00000082711	3	3	2	2	4	3	5	2
ENSMUSG00000082712	0	0	0	0	0	0	0	0
ENSMUSG00000082713	0	0	0	0	0	0	0	0
ENSMUSG00000082714	0	1	0	0	0	0	0	0
ENSMUSG00000082715	2	2	1	1	2	1	0	0
ENSMUSG00000082716	1	1	0	0	0	0	0	0
ENSMUSG00000082717	0	0	0	0	0	0	0	0
ENSMUSG00000082718	0	0	0	0	0	0	0	0
ENSMUSG00000082720	0	0	0	0	0	0	0	0
ENSMUSG00000082721	0	0	0	0	0	0	0	0
ENSMUSG00000082722	0	0	0	0	0	0	0	0
ENSMUSG00000082723	0	0	0	0	1	0	1	0
ENSMUSG00000082724	11	16	36	17	48	45	26	12
ENSMUSG00000082725	0	5	2	0	0	0	0	7
ENSMUSG00000082726	1	1	2	4	2	3	1	0
ENSMUSG00000082727	0	1	0	0	2	0	0	0
ENSMUSG00000082728	0	0	0	0	0	0	0	0
ENSMUSG00000082729	232	277	207	198	263	397	432	251
ENSMUSG00000082730	0	0	0	0	1	0	0	0
ENSMUSG00000082731	7	5	2	5	1	6	0	3
ENSMUSG00000082732	0	0	0	0	0	0	0	0
ENSMUSG00000082733	0	0	0	0	0	0	0	0
ENSMUSG00000082734	0	0	0	0	0	0	0	0
ENSMUSG00000082735	0	0	0	0	0	2	0	0
ENSMUSG00000082736	1	0	0	0	0	0	0	0
ENSMUSG00000082737	0	0	0	0	0	0	1	0
ENSMUSG00000082738	2	0	0	0	0	1	0	0
ENSMUSG00000082739	0	0	0	0	0	0	0	0
ENSMUSG00000082740	80	93	45	45	63	35	34	33
ENSMUSG00000082741	0	1	0	0	3	0	0	0
ENSMUSG00000082742	0	3	1	0	1	2	1	1
ENSMUSG00000082743	12	10	0	15	15	0	0	11
ENSMUSG00000082744	0	0	0	0	0	0	2	0
ENSMUSG00000082745	0	0	4	3	0	4	2	4
ENSMUSG00000082746	6	4	5	0	6	1	0	0
ENSMUSG00000082747	3	0	0	0	2	0	0	1
ENSMUSG00000082749	1	3	0	3	0	3	0	2
ENSMUSG00000082750	0	0	0	0	0	0	0	0
ENSMUSG00000082751	0	0	0	0	0	0	0	0
ENSMUSG00000082752	0	0	0	1	2	0	1	0
ENSMUSG00000082754	0	0	0	0	0	0	0	0
ENSMUSG00000082755	5	7	3	2	3	7	5	7
ENSMUSG00000082756	1	0	0	0	1	0	0	0
ENSMUSG00000082757	0	0	0	0	0	0	0	0
ENSMUSG00000082758	1	0	0	0	0	1	0	0
ENSMUSG00000082759	1	0	0	0	0	0	0	0
ENSMUSG00000082760	2	0	0	0	0	0	1	0
ENSMUSG00000082762	45	40	24	60	16	64	23	56
ENSMUSG00000082763	0	0	0	0	0	0	0	0
ENSMUSG00000082765	59	8	13	56	28	26	12	32
ENSMUSG00000082766	7	6	0	2	1	3	0	3
ENSMUSG00000082767	1	2	1	2	0	0	0	0
ENSMUSG00000082768	0	0	2	0	2	2	0	2
ENSMUSG00000082769	0	0	0	0	1	0	0	0
ENSMUSG00000082770	0	0	0	0	0	0	0	0
ENSMUSG00000082771	0	0	0	0	0	0	0	0
ENSMUSG00000082772	0	0	0	0	0	0	0	0
ENSMUSG00000082773	0	0	0	0	0	0	0	0
ENSMUSG00000082774	1	1	1	0	0	1	1	1
ENSMUSG00000082775	0	0	0	0	0	0	0	0
ENSMUSG00000082776	21	5	0	1	24	4	2	1
ENSMUSG00000082777	0	0	0	0	0	0	0	0
ENSMUSG00000082778	3	3	0	2	0	9	4	5
ENSMUSG00000082779	0	0	0	2	0	0	0	0
ENSMUSG00000082780	0	1	0	2	0	0	1	0
ENSMUSG00000082781	0	0	0	0	0	0	0	0
ENSMUSG00000082782	2	1	0	0	2	0	1	2
ENSMUSG00000082783	0	0	0	0	0	0	0	1
ENSMUSG00000082784	0	0	0	0	0	0	0	0
ENSMUSG00000082785	0	0	0	0	0	0	0	0
ENSMUSG00000082786	0	0	0	0	0	0	0	0
ENSMUSG00000082788	0	0	0	0	0	0	0	0
ENSMUSG00000082789	1	0	0	0	2	0	0	0
ENSMUSG00000082790	2	0	0	1	1	0	0	0
ENSMUSG00000082791	0	0	0	0	0	2	1	1
ENSMUSG00000082792	1	1	0	0	0	0	0	0
ENSMUSG00000082793	2	1	0	2	0	1	0	0
ENSMUSG00000082794	0	0	0	0	0	0	0	0
ENSMUSG00000082795	0	0	0	0	0	0	0	1
ENSMUSG00000082796	0	0	0	0	0	0	0	0
ENSMUSG00000082797	2	1	1	1	0	0	0	0
ENSMUSG00000082798	0	0	0	0	0	0	0	0
ENSMUSG00000082799	0	0	0	0	0	0	0	0
ENSMUSG00000082800	0	0	0	0	0	0	0	0
ENSMUSG00000082802	0	0	0	0	0	0	0	0
ENSMUSG00000082803	0	4	2	4	0	2	2	1
ENSMUSG00000082804	0	0	0	0	1	0	0	0
ENSMUSG00000082806	3	0	1	6	8	3	4	0
ENSMUSG00000082807	0	0	0	0	0	0	0	0
ENSMUSG00000082809	93	15	52	112	60	47	38	50
ENSMUSG00000082810	10	1	0	6	8	2	4	1
ENSMUSG00000082812	0	0	0	0	0	0	0	0
ENSMUSG00000082814	3	0	0	0	0	0	0	0
ENSMUSG00000082815	56	39	46	44	47	61	60	53
ENSMUSG00000082816	4	8	5	0	8	13	5	2
ENSMUSG00000082817	0	0	0	0	0	0	0	0
ENSMUSG00000082818	0	0	0	0	0	0	0	0
ENSMUSG00000082819	0	0	0	0	0	0	0	0
ENSMUSG00000082820	86	178	66	97	81	110	78	75
ENSMUSG00000082821	0	0	0	0	0	0	0	0
ENSMUSG00000082822	0	0	0	0	0	0	0	0
ENSMUSG00000082823	0	0	0	0	0	0	0	0
ENSMUSG00000082824	0	0	0	0	0	0	0	0
ENSMUSG00000082825	0	0	0	0	0	0	0	0
ENSMUSG00000082826	6	1	0	1	0	0	3	0
ENSMUSG00000082827	0	0	0	0	0	0	0	0
ENSMUSG00000082828	0	0	1	0	0	0	0	1
ENSMUSG00000082829	1	0	1	1	0	0	0	0
ENSMUSG00000082831	30	14	19	23	32	38	22	35
ENSMUSG00000082832	0	0	0	0	0	0	0	0
ENSMUSG00000082833	0	0	0	0	0	0	0	0
ENSMUSG00000082835	0	0	0	0	0	0	0	0
ENSMUSG00000082836	0	0	2	3	2	0	3	0
ENSMUSG00000082837	0	0	0	0	0	0	0	0
ENSMUSG00000082838	317	171	252	472	386	322	253	388
ENSMUSG00000082839	0	0	0	0	0	0	0	0
ENSMUSG00000082840	0	0	0	0	0	2	0	0
ENSMUSG00000082841	1	3	0	0	2	0	0	0
ENSMUSG00000082842	0	0	0	0	0	0	0	0
ENSMUSG00000082843	0	1	0	1	1	0	1	0
ENSMUSG00000082844	1	0	0	1	1	1	0	0
ENSMUSG00000082845	0	0	0	0	0	0	0	0
ENSMUSG00000082846	0	0	0	0	0	0	0	0
ENSMUSG00000082847	0	0	0	1	0	0	0	0
ENSMUSG00000082848	57	22	31	42	56	67	33	47
ENSMUSG00000082849	2	2	0	6	0	11	3	3
ENSMUSG00000082850	0	0	0	0	0	1	1	1
ENSMUSG00000082851	3	3	3	3	5	4	1	2
ENSMUSG00000082852	4	1	1	0	5	0	4	1
ENSMUSG00000082853	0	0	0	0	0	0	0	0
ENSMUSG00000082855	1	3	2	1	0	1	7	2
ENSMUSG00000082856	0	0	0	0	0	0	0	0
ENSMUSG00000082857	0	0	0	0	0	0	0	0
ENSMUSG00000082858	0	0	0	0	0	0	0	0
ENSMUSG00000082859	0	0	0	0	0	0	0	0
ENSMUSG00000082860	16	0	0	8	9	9	7	12
ENSMUSG00000082861	1	0	0	0	1	0	0	0
ENSMUSG00000082862	0	0	0	0	0	0	0	0
ENSMUSG00000082863	0	0	0	0	0	0	0	0
ENSMUSG00000082864	0	0	0	0	0	0	0	0
ENSMUSG00000082865	0	2	2	5	6	0	4	1
ENSMUSG00000082867	0	0	1	0	0	3	0	0
ENSMUSG00000082868	0	0	0	0	0	0	0	0
ENSMUSG00000082869	0	0	0	0	0	0	0	0
ENSMUSG00000082870	11	11	2	4	2	1	2	0
ENSMUSG00000082871	0	0	0	1	0	0	0	0
ENSMUSG00000082872	10	17	4	16	12	0	2	0
ENSMUSG00000082873	0	0	0	0	0	1	0	0
ENSMUSG00000082874	2	2	0	0	0	1	0	2
ENSMUSG00000082875	1	0	0	0	0	0	0	0
ENSMUSG00000082876	15	0	0	13	0	10	64	18
ENSMUSG00000082877	0	0	0	0	0	2	0	0
ENSMUSG00000082878	1	2	0	3	0	2	2	1
ENSMUSG00000082879	3	7	0	2	11	3	4	0
ENSMUSG00000082880	0	0	0	0	0	0	0	0
ENSMUSG00000082882	0	0	0	0	0	0	0	0
ENSMUSG00000082883	0	0	0	0	0	0	0	0
ENSMUSG00000082884	11	14	0	11	10	10	0	8
ENSMUSG00000082885	0	0	0	0	0	0	0	0
ENSMUSG00000082886	0	0	0	0	0	0	0	0
ENSMUSG00000082887	0	0	0	0	0	0	0	0
ENSMUSG00000082888	3	2	0	1	1	0	0	1
ENSMUSG00000082889	0	0	0	0	0	0	0	0
ENSMUSG00000082890	0	0	0	0	0	0	0	0
ENSMUSG00000082891	0	1	0	0	0	1	0	0
ENSMUSG00000082892	8	5	1	4	8	11	10	7
ENSMUSG00000082893	2	3	2	0	2	2	1	3
ENSMUSG00000082894	75	54	12	80	45	70	30	48
ENSMUSG00000082895	2	4	2	0	2	2	5	4
ENSMUSG00000082896	2	6	2	19	2	10	0	0
ENSMUSG00000082897	0	0	0	0	0	0	0	0
ENSMUSG00000082898	0	0	0	0	0	0	0	0
ENSMUSG00000082899	0	0	0	0	0	0	0	0
ENSMUSG00000082900	0	1	2	0	4	6	2	0
ENSMUSG00000082901	3	0	0	0	0	0	5	0
ENSMUSG00000082902	6	8	4	4	0	0	0	0
ENSMUSG00000082903	0	3	0	0	0	0	0	0
ENSMUSG00000082905	0	0	0	0	0	0	0	0
ENSMUSG00000082906	0	0	0	0	0	0	0	0
ENSMUSG00000082907	0	0	0	0	0	0	0	0
ENSMUSG00000082908	2718	3864	2828	2585	3068	6544	5469	3694
ENSMUSG00000082909	5	7	3	2	2	4	3	5
ENSMUSG00000082910	0	0	0	0	0	0	0	0
ENSMUSG00000082911	0	0	0	0	0	0	0	0
ENSMUSG00000082912	0	1	1	2	0	0	0	2
ENSMUSG00000082913	0	0	0	0	0	0	0	0
ENSMUSG00000082915	0	0	0	0	0	0	0	0
ENSMUSG00000082917	0	0	0	0	0	0	0	0
ENSMUSG00000082918	0	0	0	0	0	0	0	0
ENSMUSG00000082919	0	0	0	0	0	0	0	0
ENSMUSG00000082920	0	0	0	4	1	0	2	2
ENSMUSG00000082922	3	1	0	1	3	3	2	0
ENSMUSG00000082924	0	0	2	0	0	0	1	0
ENSMUSG00000082925	0	0	0	0	0	14	0	0
ENSMUSG00000082926	9	14	14	7	0	2	12	6
ENSMUSG00000082927	0	3	5	5	6	3	6	8
ENSMUSG00000082928	0	0	0	0	0	3	0	0
ENSMUSG00000082929	0	1	0	1	0	0	0	0
ENSMUSG00000082930	0	0	0	0	0	0	0	0
ENSMUSG00000082931	2	0	0	2	0	7	2	2
ENSMUSG00000082932	1	0	0	1	0	2	0	5
ENSMUSG00000082933	0	0	0	1	0	1	3	0
ENSMUSG00000082934	0	0	0	0	0	0	0	0
ENSMUSG00000082935	18	6	10	4	8	17	7	8
ENSMUSG00000082936	0	0	8	2	3	3	0	0
ENSMUSG00000082937	0	0	0	0	0	0	0	0
ENSMUSG00000082938	242	255	310	303	201	411	236	250
ENSMUSG00000082939	0	0	0	2	0	1	0	0
ENSMUSG00000082940	0	0	0	0	0	0	0	0
ENSMUSG00000082941	0	0	0	0	0	0	0	2
ENSMUSG00000082943	0	0	0	0	0	0	0	0
ENSMUSG00000082945	0	4	0	2	0	0	1	1
ENSMUSG00000082946	41	9	24	27	27	26	43	41
ENSMUSG00000082947	1	0	0	0	1	2	3	0
ENSMUSG00000082949	0	0	0	0	0	0	0	0
ENSMUSG00000082950	0	0	0	0	0	0	0	0
ENSMUSG00000082951	3	6	2	2	0	3	2	1
ENSMUSG00000082952	0	0	0	0	0	3	1	0
ENSMUSG00000082953	0	0	0	0	5	9	6	0
ENSMUSG00000082954	0	0	0	0	0	0	1	0
ENSMUSG00000082955	0	0	1	2	0	0	0	0
ENSMUSG00000082956	0	0	1	0	0	0	1	2
ENSMUSG00000082957	0	0	0	0	0	1	0	0
ENSMUSG00000082958	0	0	0	0	0	0	0	0
ENSMUSG00000082959	0	0	0	0	0	0	0	0
ENSMUSG00000082960	0	0	0	0	0	0	1	0
ENSMUSG00000082961	2	0	2	0	0	0	2	0
ENSMUSG00000082962	0	0	0	2	0	0	0	0
ENSMUSG00000082963	0	0	0	0	0	0	0	0
ENSMUSG00000082964	8	3	2	3	2	0	2	0
ENSMUSG00000082965	23	9	9	7	31	16	7	8
ENSMUSG00000082966	0	3	0	0	0	0	0	0
ENSMUSG00000082967	1	2	1	0	0	0	1	1
ENSMUSG00000082968	0	0	0	0	0	0	0	0
ENSMUSG00000082969	2	0	0	2	4	2	1	0
ENSMUSG00000082970	0	0	0	0	0	1	0	0
ENSMUSG00000082971	2	0	0	1	5	3	1	2
ENSMUSG00000082973	0	0	0	0	0	0	0	0
ENSMUSG00000082974	0	0	1	0	0	0	0	0
ENSMUSG00000082975	0	0	0	0	0	0	0	0
ENSMUSG00000082976	2	0	0	2	0	0	0	0
ENSMUSG00000082977	0	0	0	0	0	0	1	0
ENSMUSG00000082978	7	5	1	3	1	3	4	1
ENSMUSG00000082980	0	0	0	0	0	0	0	0
ENSMUSG00000082981	0	0	0	0	0	0	0	0
ENSMUSG00000082982	0	0	0	0	0	0	0	0
ENSMUSG00000082983	0	0	0	0	0	0	0	0
ENSMUSG00000082985	6	0	0	4	1	0	0	1
ENSMUSG00000082986	18	8	1	10	13	5	5	9
ENSMUSG00000082987	3	4	3	4	1	1	0	3
ENSMUSG00000082988	0	0	2	0	0	0	0	0
ENSMUSG00000082989	0	0	0	0	0	0	0	0
ENSMUSG00000082990	7	7	0	0	6	4	1	3
ENSMUSG00000082991	1	0	0	0	0	0	0	0
ENSMUSG00000082993	0	0	0	0	0	0	0	0
ENSMUSG00000082994	1	0	0	0	0	1	0	0
ENSMUSG00000082995	0	0	0	0	0	0	0	0
ENSMUSG00000082996	0	0	0	0	0	0	0	0
ENSMUSG00000082997	0	0	0	1	0	0	0	0
ENSMUSG00000082998	2	3	0	2	4	0	0	0
ENSMUSG00000083000	0	0	0	0	0	0	0	0
ENSMUSG00000083001	0	0	0	0	0	0	0	0
ENSMUSG00000083004	0	2	1	4	4	1	2	4
ENSMUSG00000083005	0	0	0	0	0	0	0	0
ENSMUSG00000083006	0	0	0	1	1	0	0	0
ENSMUSG00000083007	4	6	3	5	0	2	2	3
ENSMUSG00000083008	0	0	0	0	0	0	0	0
ENSMUSG00000083009	0	0	1	1	1	4	2	0
ENSMUSG00000083010	0	0	0	1	0	0	0	0
ENSMUSG00000083011	12	3	7	7	2	0	0	0
ENSMUSG00000083012	471	198	427	449	429	684	591	730
ENSMUSG00000083013	0	0	0	2	0	5	0	2
ENSMUSG00000083014	4	1	3	1	0	0	1	4
ENSMUSG00000083015	0	0	0	0	0	0	0	0
ENSMUSG00000083016	2	2	0	0	0	1	1	0
ENSMUSG00000083017	1	1	0	0	2	2	0	0
ENSMUSG00000083018	0	2	0	1	0	1	0	0
ENSMUSG00000083019	10	7	11	8	4	1	4	10
ENSMUSG00000083020	0	0	0	0	0	0	0	1
ENSMUSG00000083022	7	3	0	7	6	3	3	0
ENSMUSG00000083023	0	0	0	0	0	0	0	0
ENSMUSG00000083024	0	0	0	0	0	0	0	0
ENSMUSG00000083025	1	0	0	1	0	0	0	0
ENSMUSG00000083026	0	0	0	0	0	0	0	0
ENSMUSG00000083027	2	0	2	0	2	6	2	2
ENSMUSG00000083028	8	0	0	0	3	0	0	6
ENSMUSG00000083029	0	0	0	0	1	0	0	0
ENSMUSG00000083030	0	0	0	0	0	0	0	0
ENSMUSG00000083031	0	0	0	0	0	0	0	0
ENSMUSG00000083032	2	4	0	0	0	0	0	0
ENSMUSG00000083033	3	2	0	2	0	0	0	0
ENSMUSG00000083034	0	0	0	0	0	0	0	0
ENSMUSG00000083036	0	0	0	0	0	3	0	0
ENSMUSG00000083037	1	0	0	5	2	1	3	0
ENSMUSG00000083038	4	0	7	0	4	25	8	0
ENSMUSG00000083039	0	0	0	0	0	0	0	0
ENSMUSG00000083041	4	31	32	36	15	24	29	17
ENSMUSG00000083042	0	0	0	0	0	0	0	0
ENSMUSG00000083043	0	0	6	8	0	6	0	18
ENSMUSG00000083044	16	4	9	6	9	15	9	14
ENSMUSG00000083045	0	0	0	0	0	0	1	0
ENSMUSG00000083046	0	0	0	1	2	0	0	0
ENSMUSG00000083047	2	0	0	0	0	0	0	0
ENSMUSG00000083049	12	7	17	38	22	41	30	32
ENSMUSG00000083050	0	0	0	0	0	0	0	0
ENSMUSG00000083052	6	4	0	0	2	2	3	4
ENSMUSG00000083053	1	0	0	0	0	0	0	0
ENSMUSG00000083054	3	0	0	2	0	5	0	1
ENSMUSG00000083055	1	4	0	1	0	0	0	0
ENSMUSG00000083057	1	0	0	0	0	0	0	0
ENSMUSG00000083058	0	0	0	0	0	0	0	0
ENSMUSG00000083059	0	0	0	0	0	0	0	0
ENSMUSG00000083060	0	0	0	0	0	0	0	0
ENSMUSG00000083061	392	738	109	346	388	891	130	354
ENSMUSG00000083062	1	0	0	0	0	1	0	1
ENSMUSG00000083063	0	0	0	0	0	1	1	0
ENSMUSG00000083064	0	7	10	11	17	6	21	10
ENSMUSG00000083065	0	0	0	0	0	0	0	0
ENSMUSG00000083066	0	0	0	0	0	0	0	0
ENSMUSG00000083067	0	0	0	0	0	0	0	0
ENSMUSG00000083068	0	0	0	0	0	0	0	0
ENSMUSG00000083069	0	0	0	0	0	0	0	0
ENSMUSG00000083070	1	0	0	0	0	0	0	0
ENSMUSG00000083072	1	0	1	0	0	0	1	1
ENSMUSG00000083073	0	0	0	0	0	0	0	0
ENSMUSG00000083074	0	0	0	0	0	0	0	0
ENSMUSG00000083075	0	0	0	0	0	0	0	0
ENSMUSG00000083076	0	0	0	0	0	0	0	0
ENSMUSG00000083077	0	0	0	0	0	0	0	0
ENSMUSG00000083078	0	0	0	0	0	0	0	0
ENSMUSG00000083079	2874	3001	8191	11517	30684	18494	20630	15782
ENSMUSG00000083080	0	0	0	0	0	0	0	0
ENSMUSG00000083081	0	0	1	0	0	0	0	0
ENSMUSG00000083083	0	0	0	1	0	0	2	1
ENSMUSG00000083084	577	460	636	568	756	603	392	524
ENSMUSG00000083085	0	0	0	0	0	0	0	0
ENSMUSG00000083086	0	1	0	0	1	0	0	1
ENSMUSG00000083087	5	16	2	5	0	7	6	5
ENSMUSG00000083088	2	0	0	1	0	1	4	0
ENSMUSG00000083089	20	1	5	4	0	0	2	1
ENSMUSG00000083090	0	0	0	1	0	0	0	0
ENSMUSG00000083091	0	1	0	0	0	0	0	0
ENSMUSG00000083093	5	1	0	9	7	1	0	3
ENSMUSG00000083094	0	0	0	0	0	0	0	0
ENSMUSG00000083095	0	0	0	0	1	0	0	1
ENSMUSG00000083096	0	0	0	0	0	0	0	0
ENSMUSG00000083097	3471	3143	2933	3092	3657	5568	3482	3557
ENSMUSG00000083098	0	4	0	0	0	0	0	0
ENSMUSG00000083099	0	0	0	0	0	0	0	0
ENSMUSG00000083100	1	9	0	1	2	0	1	0
ENSMUSG00000083101	3	10	3	7	9	7	6	9
ENSMUSG00000083103	0	0	0	0	0	0	0	0
ENSMUSG00000083104	2	0	0	3	5	6	3	5
ENSMUSG00000083105	0	0	0	0	0	0	0	0
ENSMUSG00000083106	0	0	2	0	0	0	0	0
ENSMUSG00000083107	0	0	1	0	0	0	0	0
ENSMUSG00000083109	0	0	0	0	0	0	0	0
ENSMUSG00000083110	1	0	0	1	0	0	1	0
ENSMUSG00000083111	18	2	2	13	26	27	7	16
ENSMUSG00000083112	4	5	4	2	0	0	0	1
ENSMUSG00000083113	0	0	1	0	0	0	0	0
ENSMUSG00000083114	0	0	0	0	0	0	0	0
ENSMUSG00000083115	0	0	0	0	0	0	0	0
ENSMUSG00000083116	3	7	0	3	1	13	0	0
ENSMUSG00000083117	0	0	0	0	0	0	0	1
ENSMUSG00000083118	0	0	0	0	0	0	0	0
ENSMUSG00000083119	0	0	0	0	0	0	0	0
ENSMUSG00000083120	0	0	0	0	0	0	0	0
ENSMUSG00000083121	5	3	2	5	3	6	3	0
ENSMUSG00000083122	0	0	0	0	0	0	0	0
ENSMUSG00000083123	0	0	0	0	0	0	0	0
ENSMUSG00000083124	0	0	0	0	0	0	0	0
ENSMUSG00000083125	0	0	0	0	0	0	0	0
ENSMUSG00000083126	1	1	0	0	0	0	0	0
ENSMUSG00000083127	0	0	0	0	1	0	0	1
ENSMUSG00000083128	0	0	0	0	1	0	0	0
ENSMUSG00000083129	0	0	0	0	0	0	0	0
ENSMUSG00000083130	0	0	0	0	0	0	0	0
ENSMUSG00000083132	12	19	0	4	0	7	8	0
ENSMUSG00000083133	5	5	2	4	11	6	8	6
ENSMUSG00000083135	0	2	1	2	0	0	1	0
ENSMUSG00000083136	0	0	0	0	0	0	0	0
ENSMUSG00000083137	0	0	0	0	0	0	0	0
ENSMUSG00000083138	0	0	0	0	0	0	0	0
ENSMUSG00000083139	31	11	22	23	12	34	0	11
ENSMUSG00000083140	0	0	0	0	0	0	0	0
ENSMUSG00000083141	0	0	0	0	0	0	0	0
ENSMUSG00000083142	0	0	0	0	0	0	0	0
ENSMUSG00000083143	0	0	0	0	0	0	0	0
ENSMUSG00000083144	0	0	0	0	0	0	0	0
ENSMUSG00000083145	61	10	11	48	47	29	28	41
ENSMUSG00000083147	0	0	0	0	0	0	0	0
ENSMUSG00000083149	54	86	16	61	79	86	53	68
ENSMUSG00000083150	0	1	0	0	0	0	0	0
ENSMUSG00000083151	0	0	0	0	0	0	0	0
ENSMUSG00000083152	3	2	3	2	5	12	5	10
ENSMUSG00000083153	0	0	1	0	1	1	0	1
ENSMUSG00000083154	4	4	1	4	0	1	0	0
ENSMUSG00000083155	0	0	0	0	0	0	0	0
ENSMUSG00000083156	1	0	3	0	1	2	0	0
ENSMUSG00000083157	6	0	0	0	0	0	0	0
ENSMUSG00000083158	0	0	0	0	0	1	0	0
ENSMUSG00000083159	2	3	0	2	0	0	1	0
ENSMUSG00000083160	1	0	0	0	0	0	0	0
ENSMUSG00000083161	0	0	0	0	0	0	0	0
ENSMUSG00000083162	0	0	0	0	0	0	0	0
ENSMUSG00000083163	0	0	0	0	0	0	0	0
ENSMUSG00000083165	0	0	0	0	0	0	0	0
ENSMUSG00000083166	58	53	35	54	36	53	50	32
ENSMUSG00000083167	3	3	2	5	1	2	2	1
ENSMUSG00000083168	6	10	6	10	17	24	6	8
ENSMUSG00000083169	0	0	4	0	0	0	0	0
ENSMUSG00000083170	0	0	0	0	0	0	0	0
ENSMUSG00000083171	4	0	1	3	0	1	2	0
ENSMUSG00000083172	0	0	0	0	0	0	0	0
ENSMUSG00000083173	0	0	0	0	0	0	0	0
ENSMUSG00000083174	0	0	0	0	0	0	0	0
ENSMUSG00000083175	0	0	0	0	0	0	0	0
ENSMUSG00000083176	1	0	0	0	0	0	0	3
ENSMUSG00000083177	2	1	1	0	3	0	0	1
